Premise Name,Company Brand Name,Address,Halal Certification Expiry Date,Halal Certification Body
85007 DOMINO'S PIZZA BANDAR BARU KLANG (BBK),DOMMAL FOOD SERVICES SDN BHD,"2A-G, JALAN TIARA 2A, BANDAR BARU,KLANG,",2022-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85011 DOMINO'S PIZZA SHAH ALAM (BSA),DOMMAL FOOD SERVICES SDN BHD,"NO.22, GROUND FLOOR, JALAN TENGKU AMPUAN ZABEDAH D/9D, SEKSYEN 9,SHAH ALAM",2022-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85016 DOMINO'S PIZZA KAJANG (BKJ),DOMMAL FOOD SERVICES SDN BHD,"1G, JALAN SEMENYIH, KAJANG,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85024 DOMINO'S PIZZA BATU CAVES (BBC),DOMMAL FOOD SERVICES SDN BHD,"NO 8 (GROUND FLOOR), PRIMA SAMUDERA, JALAN SAMUDERA UTARA 11, TAMAN SAMUDERA, BATU CAVES, SELANGOR",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85025 DOMINO'S PIZZA AMBANG BOTANIK (BAB),DOMMAL FOOD SERVICES SDN BHD,"NO.15, GROUND FLOOR, JALAN REMIA 3/KS6, BANDAR BOTANIK, KLANG",2022-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85035 DOMINO'S PIZZA SUNGAI CARNIVAL (PSC),DOMMAL FOOD SERVICES SDN BHD,"NO. 22, GROUND FLOOR, JALAN TODAK 2, PUSAT BANDAR SUNWAY, SEBERANG JAYA, PRAI,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85035 DOMINO'S PIZZA SUNWAY CARNIVAL (PSC),DOMMAL FOOD SERVICES SDN BHD,"NO.22, GROUND FLOOR JALAN TODAK 2,PUSAT BANDAR SUNWAY SEBERANG JAYA, PRAI, PENANG",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85037 DOMINO'S PIZZA PUCHONG JAYA (BPJ),DOMMAL FOOD SERVICES SDN BHD,"NO.29, JALAN KENARI 1, BANDAR PUCHONG JAYA, PUCHONG, SELANGOR",2022-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85055 DOMINO'S PIZZA RAWANG (BRI),DOMMAL FOOD SERVICES SDN BHD,"GROUND FLOOR, NO. 23, JALAN BANDAR 2, BANDAR BARU RAWANG, RAWANG, SELANGOR.",2021-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85072 DOMINO'S PIZZA SELAYANG (BSE),DOMMAL FOOD SERVICES SDN BHD,"NO. 8, JALAN SJ6, TAMAN SELAYANG JAYA, BATU CAVES,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85098 DOMINO'S PIZZA BANTING (BBT),DOMMAL FOOD SERVICES SDN BHD,"NO. 300, JALAN SULTAN ABDUL SAMAD, BANTING,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85109 DOMINO'S PIZZA (BSP),DOMMAL FOOD SERVICES SDN BHD,"NO.1, TINGKAT BAWAH, JALAN DINAR B U3/B, SEKSYEN U3, SHAH ALAM",2021-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85109 DOMINO'S PIZZA SUBANG PERDANA (BSP),DOMMAL FOOD SERVICES SDN BHD,"NO.1, TINGKAT BAWAH, JALAN DINAR B U3/B, SEKSYEN U3, SHAH ALAM",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85117 DOMINO'S PIZZA KUALA SELANGOR (BKS),DOMMAL FOOD SERVICES SDN BHD,"NO. 23 & 25, GROUND FLOOR, JALAN WARISAN 1, TAMAN WARISAN, KUALA SELANGOR",2021-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85120 DOMINO'S PIZZA SEMENYIH (BPS),DOMMAL FOOD SERVICES SDN BHD,"NO.42A, JALAN TPS 1/2, TAMAN PELANGI SEMENYIH, SEMENYIH, SELANGOR",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85136 DOMINO'S PIZZA (B13),DOMMAL FOOD SERVICES SDN BHD,"NO 35 & 37, GROUND FLOOR JALAN 13/28, SEKSYEN 13, SHAH ALAM, SELANGOR",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85143 DOMINO'S PIZZA AIR ITAM (PAI),DOMMAL FOOD SERVICES SDN BHD,"70A, GROUND & 1ST FLOOR JALAN LINTANG ANGSANA BANDAR BARU AIR ITAM, PULAU PINANG.",2021-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85146 DOMINO'S PIZZA BANDAR BARU SELAYANG (BSY),DOMMAL FOOD SERVICES SDN BHD,"NO. 63, JALAN 2/16, BANDAR BARU SELAYANG, BATU CAVES, SELANGOR",2021-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85155 DOMINO'S PIZZA (BKY),DOMMAL FOOD SERVICES SDN BHD,"NO. 11, JLN UNGU B U9/B, U9 SUNWAY KAYANGAN, SHAH ALAM, SELANGOR",2021-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85155 DOMINO'S PIZZA SUNWAY KAYANGAN (BKY),DOMMAL FOOD SERVICES SDN BHD,"NO. 11, JLN UNGU B U9/B, U9 SUNWAY KAYANGAN, SHAH ALAM, SELANGOR",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85161 DOMINO'S PIZZA (BBR),DOMMAL FOOD SERVICES SDN BHD,"NO 17, GROUND FLOOR, JALAN RODAT 1/KU5, BANDAR BUKIT RAJA, KLANG",2021-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85161 DOMINO'S PIZZA BUKIT RAJA (BBR),DOMMAL FOOD SERVICES SDN BHD,"NO 17, GROUND FLOOR, JALAN RODAT 1/KU5, BANDAR BUKIT RAJA, KLANG",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85162 DOMINO'S PIZZA (BAA),DOMMAL FOOD SERVICES SDN BHD,"C-23, GROUND FLOOR ALAM AVENUE 2, JALAN SERAI WANGI L 16/L, SHAH ALAM",2021-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85162 DOMINO'S PIZZA ALAM AVENUE (BAA),DOMMAL FOOD SERVICES SDN BHD,"C-23, GROUND FLOOR ALAM AVENUE 2, JALAN SERAI WANGI L 16/L, SHAH ALAM",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85170 DOMINO'S PIZZA (BMS),DOMMAL FOOD SERVICES SDN BHD,"NO 19 G, JALAN MUTIARA SUBANG 1, TAMAN MUTIARA SUBANG, SUBANG JAYA",2021-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85170 DOMINO'S PIZZA MUTIARA SUBANG (BMS),DOMMAL FOOD SERVICES SDN BHD,"NO 19 G, JALAN MUTIARA SUBANG 1, TAMAN MUTIARA SUBANG, SUBANG JAYA",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85171 DOMINO'S PIZZA TAMAN EMAS (BTE),DOMMAL FOOD SERVICES SDN BHD,"NO 19, JALAN EMAS 4, TAMAN EMAS, BATU 9 CHERAS, KAJANG,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85173 DOMINO'S PIZZA (BDS),DOMMAL FOOD SERVICES SDN BHD,"G-21-01, DATARAN SUNWAY, JALAN PJU 5/12, KOTA DAMANSARA, PETALING JAYA,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85176 DOMINO'S PIZZA (BPA),DOMMAL FOOD SERVICES SDN BHD,"NO 3-1, JALAN PUNCAK ALAM JAYA 10, PUSAT PERDAGANGAN ALAM JAYA, BANDAR PUNCAK ALAM",2021-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85176 DOMINO'S PIZZA PUNCAK ALAM (BPA),DOMMAL FOOD SERVICES SDN BHD,"NO 3-1, JALAN PUNCAK ALAM JAYA 10, PUSAT PERDAGANGAN ALAM JAYA, BANDAR PUNCAK ALAM",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85185 DOMINO'S PIZZA TAMAN SRI MUDA (BMU),DOMMAL FOOD SERVICES SDN BHD,"NO. 23, JALAN TERLAJU 25/67, TAMAN SRI MUDA, SHAH ALAM,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85218 DOMINO'S PIZZA SUBANG BESTARI (BBE),DOMMAL FOOD SERVICES SDN BHD,"NO. 37, JALAN NOVA N U5/N, SEKSYEN U5, SHAH ALAM,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85226 DOMINO'S PIZZA (BAT),DOMMAL FOOD SERVICES SDN BHD,"NO. 33, JALAN MAHAGONI 7/1, PERNIAGAAN JALAN MAHAGONI, BATANG KALI,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
85229 DOMINO'S PIZZA SETIA ALAM 2 (BAL),DOMMAL FOOD SERVICES SDN BHD,"NO. 112A-G, JALAN SETIA GEMILANG BJ U13/BJ, SETIA ALAM, SEKSYEN U13, SHAH ALAM,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
9 KOPITIAM @ AEON MALURI,9 KOPITIAM SDN. BHD.,"G-21 AEON TAMAN MALURI SHOPPING CENTRE JALAN JEJAKA, MALURI",2024-02-29,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
9 PELBAGAI MAKANAN,PERBADANAN PEMBANGUNAN EKONOMI SARAWAK,"FC9, SEDC CORPORATION KUBAH RIA COMPLEX (MAKANAN/MINUMAN), JALAN MATANG, 93050 KUCHING, SARAWAK",2023-11-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
900 BISTRO CAFE,900 INN,"LOT 900, S/L 96, FORTUNE PARK, JALAN TANJUNG BATU,",2018-06-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
970123115543MARRYBROWN JOHOR JAYA,MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD),"VALUE SURE SDN. BHD139 & 141, JALAN DEDAP 4TAMAN JOHOR JAYA81100 JOHOR BAHRU",2020-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A 130 - THE MINES,CHRISNA JENIO SDN BHD,"L1-K27, LEVEL 1, THE MINES SHOPPING CENTRE, JALAN DULANG, MINES RESORT CITY, SERI KEMBANGAN,",2022-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A& 1ST AVENUE,A&W MALAYSIA SDN BHD,"LOT NO LG-03, 1ST AVENUE, JALAN MEGAZINE",2024-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W (M) SDN BHD,A&W MALAYSIA SDN BHD,"PETRONAS SERVICE STATION, PSS JALAN PLUMBUM, SEKSYEN 7, SHAH ALAM, SELANGOR, MALAYSIA",2020-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"A&W (M) SDN BHD (AEON BUKIT INDAH, JOHOR)",A&W MALAYSIA SDN BHD,LOT 17 AEON BUKIT INDAH TAMAN BUKIT INDAH,2021-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W (M) SDN BHD (BATU 3 SHAH ALAM),A&W MALAYSIA SDN BHD,PETRONAS SERVICE STATION LOT 5 LEBUHRAYA PERSEKUTUAN BATU 3 MUKIM DAMA,2021-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W (M) SDN BHD (SEBERANG PRAI),A&W MALAYSIA SDN BHD,LOT G178 AEON SEBERANG PRAI CITY SHOPPING CENTRE PERDA TIMUR BUKIT MERTAJAM,2020-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W (M) SDN BHD (SECTION 7 SHAH ALAM),A&W MALAYSIA SDN BHD,PETRONAS SERVICE STATION PSS JALAN PLUMBUM SECTION 7 SHAH ALAM,2020-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W 1 MONT KIARA,A&W MALAYSIA SDN BHD,"LOT G-25 & LOT-25(AS), 1 MONT KIARA, NO 1 JALAN KIARA, MONT KIARA",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W AEON BUKIT INDAH JOHOR,A&W MALAYSIA SDN BHD,LOT 17 AEON BUKIT INDAH TAMAN BUKIT INDAH,2021-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W AEON TAMAN LAGENDA,A&W MALAYSIA SDN BHD,LOT G79 AEON BANDARAYA MELAKA SHOPPING CENTRE NO 2 JALAN LAGENDA TAMAN LAGENDA,2021-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W ALOR SETAR DT,A&W MALAYSIA SDN BHD,"NO. 6-A, JALAN GUNUNG PERAK 1,  TAMAN GUNUNG PERAK FASA 2, LEBUHRAYA SULTANAH BAHIYAH",2025-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W ATIVO PLAZA,A&W MALAYSIA SDN BHD,"AG3, LEVEL 1, PLAZA ATIVO, BANDAR SRI DAMANSARA",2025-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W BANDAR BUKIT TINGGI,A&W MALAYSIA SDN BHD,"LOT 7725, LEBOH BATU NILAM BANDAR BUKIT TINGGI",2024-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W BANDAR PUTERI KLANG,A&W MALAYSIA SDN BHD,PT 80564 LORONG PENDING 4/KS07 BANDAR PUTERI KLANG,2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W BANDAR SERI PUTRA,A&W MALAYSIA SDN BHD,"LOT 69795, JALAN SERI PUTRA 1/1, BANDAR SERI PUTRA",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W BANDAR SRI PUTRA,A&W MALAYSIA SDN BHD,"LOT 69795, JALAN SERI PUTRA 1/1, BANDAR SERI PUTRA, 43000 KAJANG, SELANGOR",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W BATU KAWAN DT,A&W MALAYSIA SDN BHD,"752, PESIARAN CASSIA BARAT 8, BANDAR CASSIA",2025-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W BATU ROAD,A&W MALAYSIA SDN BHD,NO.118 JALAN TUNKU ABDUL RAHMAN 50100 KUALA LUMPUR,2021-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W BENTONG,A&W MALAYSIA SDN BHD,"P1-ZG, JALAN MG 1, PUSAT PERNIAGAAN MUTIARA GEMILANG",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W BERJAYA TIMES SQUARE,A&W MALAYSIA SDN BHD,"03-92 JALAN IMBI, JALAN IMBI",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W BMC MALL,A&W MALAYSIA SDN BHD,"LOT G-16, GROUND FLOOR BMC MALL, JALAN TEMENGGUNG 21/9, BANDAR MAHKOTA CHERAS",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W C180 CHERAS SELATAN,A&W MALAYSIA SDN BHD,"3A & 5,JALAN C180/1, BT 11 CHERAS",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W CALTEX PUCHONG PERMAI,A&W MALAYSIA SDN BHD,CALTEX PETROL STATION LOT 32427 PERSIARAN PUCHONG PERDANA TAMAN PUCHONG PERMAI,2021-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W CATERING  MOBILE TRUCK (BKP 1453),A&W MALAYSIA SDN BHD,NO 1 JALAN SELUKAT 33/27 SHAH ALAM TECHNOLOGY PARK SECTION 33 SHAH ALAM,2019-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W CATERING  MOBILE TRUCK (W 5386 P),A&W MALAYSIA SDN BHD,NO 1 JALAN SELUKAT 33/27 SHAH ALAM TECHNOLOGY PARK SECTION 33 SHAH ALAM,2019-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W CENTRAL I-CITY,A&W MALAYSIA SDN BHD,"LOT LG-34, TINGKAT LG, PUSAT MEMBELI BELAH SENTRAL I-CITY NO 1 PERSIARAN MULTIMEDIA, SEKSYEN 7, SHAH ALAM",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W CITTA MALL,A&W MALAYSIA SDN BHD,"G-10, GROUND FLOOR, CITTA MALL, JALAN PJU 1A/48, PUSAT PERDAGANGAN DANA 1, PETALING JAYA",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W CYBERJAYA,A&W MALAYSIA SDN BHD,"UNIT NO G-8 RETAIL SPACE, KANVAS @ PRIMA 15, JALAN TEKNORAT 6",2024-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W DAMAI PERDANA,A&W MALAYSIA SDN BHD,"PETRONAS STATION, LOT 1557 BANDAR BARU DAMAI PERDANA CHERAS",2024-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W DAMEN MALL,A&W MALAYSIA SDN BHD,"LG-19 DAMEN MALL PERSIARAN KEWAJIPAN, USJ 1",2025-06-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W DATARAN PAHLAWAN,A&W MALAYSIA SDN BHD,"LOT NO.BD-007&BD-093A, DATARAN PAHLAWAN MELAKA MEGAMALL, JALAN MERDEKA, 75000 MELAKA",2021-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W DPULZE CYBERJAYA,A&W MALAYSIA SDN BHD,UG-13 & UG-13-1 UPPER GROUND FLOOR DPULZE SHOPPING CENTRE CYBER 12,2024-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W EAST COAST MALL,A&W MALAYSIA SDN BHD,"LOT GF-07 & GF-07 ALFRES CO GROUND FLOOR EAST COAST MALL, JALAN PUTRA SQUARE 6 PUTRA SQUARE",2024-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W EKO CHERAS,A&W MALAYSIA SDN BHD,"F 18, TINGKAT 1, EKOCHERAS MALL, TAMAN MUTIARA BARAT, CHERAS BATU 9",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W EVO MALL BANGI,A&W MALAYSIA SDN BHD,"LOT G.01, GROUND FLOOR EVO MALL, SEKSYEN 9",2024-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W GIANT PLENTONG,A&W MALAYSIA SDN BHD,"LOT NO R131, GIANT HYPERMARKET PLENTONG NO.3, JALAN MASAI LAMA",2025-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W IOI CITY MALL PUTRAJAYA,A&W MALAYSIA SDN BHD,": L2-26A, FIRST FLOOR, IOI CITY MALL, IOI RESORT, PUTRAJAYA, SELANGOR",2024-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W IOI MALL PUCHONG,A&W MALAYSIA SDN BHD,"S13-S16 2ND FLOOR IOI MALL, 9TH MILE OFF JALAN PUCHONG, PUCHONG SELANGOR.",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W IOI PUCHONG,A&W MALAYSIA SDN BHD,"EF13 - EF13A & EF13AA, FIRST FLOOR, IOI MALL BANDAR PUCHONG JAYA, PUCHONG",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W IPOH PARADE,A&W MALAYSIA SDN BHD,G27 & G28 IPOH PARADE JALAN SULTAN ABDUL JALIL IPOH,2024-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W JADE HILLS,A&W MALAYSIA SDN BHD,"NO 52-1 & 52-2 JALAN DATARAN JADE 6 DATARAN JADE, JADE HILLS",2025-06-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W JUSCO MELAKA,A&W MALAYSIA SDN BHD,"AEON PERINGGIT LOT G79, AEON BANDARAYA MELAKA SHOPPING CENTRE, NO 2, JALAN LEGENDA, 75400 TMN LEGENDA, MELAKA",2021-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W JUSCO MELAKA (PERINGGIT),A&W MALAYSIA SDN BHD,LOT G79 AEON BANDARAYA MELAKA SHOPPING CENTRE NO 2 JALAN LAGENDA TAMAN LAGENDA,2020-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W KAJANG AVENUE,A&W MALAYSIA SDN BHD,"A-0-9, MKH AVENUE, JALAN AVENUE 1A, OFF JALAN SEMENYIH",2025-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W KEMAMAN,A&W MALAYSIA SDN BHD,TINGKAT 1&2 BANGUNAN MDK JALAN DATO OMAR CHUKAI,2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W KEPONG,A&W MALAYSIA SDN BHD,"NO 57 TINGKAT BAWAH JALAN RIMBUNAN RAYA 1, LAMAN RIMBUNAN KEPONG, KUALA LUMPUR",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W KL EAST,A&W MALAYSIA SDN BHD,"LOT LG-29,30 & 31, KL EAST MALL, JALAN LINGKARAN TENGAH 2, TAMAN SRI MELATI,",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W KOTA DAMANSARA,A&W MALAYSIA SDN BHD,"LOT 30,JALAN TEKNOLOGI, SEKSYEN 2,KOTA DAMANSARA, PETALING JAYA, SELANGOR.",2021-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W KOTA KEMUNING,A&W MALAYSIA SDN BHD,"NO 39-1 & 41-1, JALAN ANGGERIK VANILLA BE31/BE KOTA KEMUNING SEKSYEN 31",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W LAKEFIELDS,A&W MALAYSIA SDN BHD,"NO. 51-G & 51-1, JALAN TASIK UTAMA 6,  MEDAN NIAGA TASIK DAMAI",2025-06-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MALAYSIA 1ST AVENUE,A&W MALAYSIA SDN BHD,"LOT NO LG-03, 1ST AVENUE, JALAN MEGAZINE",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MALAYSIA CYBERJAYA,A&W MALAYSIA SDN BHD,"UNIT NO G-8 RETAIL SPACE, KANVAS @ PRIMA 15, JALAN TEKNORAT 6",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MALAYSIA IOI CITY MALL PUTRAJAYA,A&W MALAYSIA SDN BHD,": L2-26A, FIRST FLOOR, IOI CITY MALL, IOI RESORT, PUTRAJAYA, SELANGOR",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MALAYSIA SETAPAK,A&W MALAYSIA SDN BHD,"AG36, SETAPAK CENTRAL MALL, 67, JALAN TAMAN IBU KOTA, TAMAN DANAU KOTA,",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MALAYSIA SRI PETALING,A&W MALAYSIA SDN BHD,"NO 35 G, TINGKAT BAWAH, JALAN RADIN BAGUS, BANDAR BARU SRI PETALING",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MESA MALL,A&W MALAYSIA SDN BHD,"LOT G-17, GF, MESAMALL PERSIARAN ILMU, BANDAR BARU NILAI",2025-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MID VALLEY KL,A&W MALAYSIA SDN BHD,"T-074, TINGKAT 3, MID VALLEY MEGAMALL, MID VALLEY CITY, LINGKARAN SYED PUTRA",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MID VALLEY SOUTHKEY,A&W MALAYSIA SDN BHD,"LOT LG045, LOWER GROUND FLOOR MID VALLEY SOUTHKEY, NO 1, PERSIARAN SOUTHKEY 1,",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MIDVALLEY MEGAMALL KL,A&W MALAYSIA SDN BHD,"T-074, THIRD FLOOR, MID VALLEY MEGAMALL,",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MIDVALLEY SOUTHKEY,A&W MALAYSIA SDN BHD,"NO. LOT LG045, LOWER GROUND FLOOR,  MID VALLEY SOUTHKEY, PERSIARAN SOUTHKEY 1, KOTA SOUTHKEY",2025-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MONT KIARA,A&W MALAYSIA SDN BHD,"1 MONT' KIARA, G-25 & G-25(AS, 1, JALAN, MONT KIARA,",2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MYDIN BUKIT MERTAJAM,A&W MALAYSIA SDN BHD,MYDIN MALL BUKIT MERTAJAM LOT NO A-03 JALAN BATU BUKIT MERTAJAM,2021-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MYDIN GONG BADAK,A&W MALAYSIA SDN BHD,"MYDIN WHOLESALE HYPERMARKET GONG BADAK, LOT PT 35511, KAMPUNG BANGGOL, JALAN GONG PAK DAMAT, 21200 KUALA TERENGGANU.",2021-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MYDIN SEREMBAN,A&W MALAYSIA SDN BHD,"LOT GK-12, GK 12-A & GK-13 GROUND FLOOR, MYDIN MALL, PERSIARAN S2 B7, SEREMBAN 2, NEGERI SEMBILAN",2021-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W MYDIN TUNJONG,A&W MALAYSIA SDN BHD,"LOT NO: GB-06,07,GP-97,98,99,100,101 & 102, LOT PT 666, JALAN KUALA KRAI, BANDAR BARU TUNJONG,",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W OBR AYER KEROH,A&W MALAYSIA SDN BHD,LOT R3 AYER KEROH OVERHEAD BRIDGE RESTAURANT KM 210 MELAKA,2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W OBR SUNGAI BULOH,A&W MALAYSIA SDN BHD,"LOT S07,09,11,13 & 15 NORTH SOUTH INTERURBAN TOL EXPRESSWAY KM 458",2024-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W P.J DRIVE IN,A&W MALAYSIA SDN BHD,NO 9 LORONG SULTAN PETALING JAYA SELANGOR,2024-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
A&W PANTAI BATU BURUK,A&W MALAYSIA SDN BHD,BANGUNAN KELAB KERAJAAN PANTAI BATU BURUK,2023-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
